state_index,episode,step,best_action,reward,done,action__minatar_space_invaders_seed_0,action__minatar_space_invaders_seed_0_steps_4980736,action__minatar_space_invaders_seed_0_steps_9961472,action__minatar_space_invaders_seed_0_steps_14942208,action__minatar_space_invaders_seed_0_steps_19922944,matching_models,matching_fraction,top_suffix_agree,category
1174,0,587,1,0.0,False,1,3,3,3,1,2,0.4,1,best_only
1175,1,587,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1176,0,588,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
1177,1,588,2,0.0,False,2,3,3,3,2,2,0.4,1,best_only
1178,0,589,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1179,1,589,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1180,0,590,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1181,1,590,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1182,0,591,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1183,1,591,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1184,0,592,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1185,1,592,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
1186,0,593,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1187,1,593,3,0.0,False,3,3,1,3,3,4,0.8,2,top_2
1188,0,594,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1189,1,594,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1190,0,595,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1191,1,595,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1192,0,596,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
1193,1,596,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1194,0,597,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1195,1,597,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1196,0,598,1,1.0,False,1,2,3,1,1,3,0.6,2,top_2
1197,1,598,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1198,0,599,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1199,1,599,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1200,0,600,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1201,1,600,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1202,0,601,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
1203,1,601,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
1204,0,602,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1205,1,602,3,1.0,False,3,3,3,1,3,4,0.8,1,best_only
1206,0,603,3,0.0,False,3,1,1,1,3,2,0.4,1,best_only
1207,1,603,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1208,0,604,2,0.0,False,2,3,3,3,2,2,0.4,1,best_only
1209,1,604,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
1210,0,605,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1211,1,605,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1212,0,606,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1213,1,606,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
1214,0,607,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1215,1,607,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1216,0,608,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1217,1,608,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1218,0,609,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1219,1,609,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
1220,0,610,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1221,1,610,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
1222,0,611,1,0.0,False,1,3,2,2,1,2,0.4,1,best_only
1223,1,611,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1224,0,612,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
1225,1,612,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1226,0,613,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1227,1,613,1,0.0,False,1,3,3,3,1,2,0.4,1,best_only
1228,0,614,1,0.0,False,1,3,3,3,1,2,0.4,1,best_only
1229,1,614,3,0.0,False,3,1,1,1,3,2,0.4,1,best_only
1230,0,615,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1231,1,615,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1232,0,616,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
1233,1,616,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1234,0,617,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1235,1,617,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1236,0,618,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
1237,1,618,2,1.0,False,2,2,3,2,2,4,0.8,2,top_2
1238,0,619,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1239,1,619,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1240,0,620,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1241,1,620,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1242,0,621,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
1243,1,621,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1244,0,622,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
1245,1,622,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1246,0,623,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1247,1,623,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
1248,0,624,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1249,1,624,2,0.0,False,2,3,3,3,2,2,0.4,1,best_only
1250,0,625,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1251,1,625,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
1252,0,626,3,0.0,False,3,2,2,2,3,2,0.4,1,best_only
1253,1,626,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1254,0,627,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1255,1,627,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
1256,0,628,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1257,1,628,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
1258,0,629,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1259,1,629,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1260,0,630,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1261,1,630,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1262,0,631,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1263,1,631,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1264,0,632,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1265,1,632,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1266,0,633,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1267,1,633,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1268,0,634,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1269,1,634,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1270,0,635,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1271,1,635,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1272,0,636,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
1273,1,636,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1274,0,637,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1275,1,637,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
1276,0,638,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1277,1,638,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1278,0,639,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1279,1,639,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1280,0,640,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1281,1,640,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1282,0,641,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1283,1,641,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1284,0,642,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1285,1,642,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1286,0,643,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1287,1,643,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1288,0,644,2,0.0,False,2,1,1,2,2,3,0.6,2,top_2
1289,1,644,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
1290,0,645,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1291,1,645,3,1.0,False,3,1,3,3,3,4,0.8,3,top_3
1292,0,646,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1293,1,646,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1294,0,647,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
1295,1,647,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1296,0,648,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1297,1,648,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1298,0,649,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1299,1,649,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1300,0,650,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1301,1,650,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
1302,0,651,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1303,1,651,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1304,0,652,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1305,1,652,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1306,0,653,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1307,1,653,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1308,0,654,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1309,1,654,3,0.0,False,3,1,1,3,3,3,0.6,2,top_2
1310,0,655,0,0.0,False,0,1,3,3,0,2,0.4,1,best_only
1311,1,655,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1312,0,656,0,0.0,False,0,1,3,3,0,2,0.4,1,best_only
1313,1,656,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1314,0,657,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1315,1,657,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1316,0,658,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1317,1,658,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1318,0,659,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1319,1,659,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1320,0,660,2,0.0,False,2,1,0,2,2,3,0.6,2,top_2
1321,1,660,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1322,0,661,0,0.0,False,0,1,3,0,0,3,0.6,2,top_2
1323,1,661,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1324,0,662,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
1325,1,662,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
1326,0,663,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1327,1,663,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1328,0,664,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
1329,1,664,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1330,0,665,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
1331,1,665,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1332,0,666,0,0.0,False,0,1,3,3,0,2,0.4,1,best_only
1333,1,666,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1334,0,667,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1335,1,667,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1336,0,668,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1337,1,668,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1338,0,669,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1339,1,669,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1340,0,670,1,0.0,False,1,1,3,1,1,4,0.8,2,top_2
1341,1,670,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
1342,0,671,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1343,1,671,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1344,0,672,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1345,1,672,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1346,0,673,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1347,1,673,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1348,0,674,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1349,1,674,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1350,0,675,1,0.0,False,1,1,3,1,1,4,0.8,2,top_2
1351,1,675,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1352,0,676,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
1353,1,676,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1354,0,677,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1355,1,677,3,1.0,False,3,3,3,2,3,4,0.8,1,best_only
1356,0,678,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1357,1,678,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1358,0,679,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
1359,1,679,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1360,0,680,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1361,1,680,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1362,0,681,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1363,1,681,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1364,0,682,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1365,1,682,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1366,0,683,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1367,1,683,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1368,0,684,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1369,1,684,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1370,0,685,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1371,1,685,3,1.0,False,3,1,1,3,3,3,0.6,2,top_2
1372,0,686,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1373,1,686,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1374,0,687,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
1375,1,687,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1376,0,688,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1377,1,688,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1378,0,689,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1379,1,689,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
1380,0,690,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1381,1,690,1,1.0,False,1,1,3,1,1,4,0.8,2,top_2
1382,0,691,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
1383,1,691,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1384,0,692,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
1385,1,692,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1386,0,693,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1387,1,693,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1388,0,694,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1389,1,694,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1390,0,695,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
1391,1,695,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1392,0,696,3,0.0,False,3,2,2,2,3,2,0.4,1,best_only
1393,1,696,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1394,0,697,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1395,1,697,0,0.0,False,0,2,3,3,0,2,0.4,1,best_only
1396,0,698,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1397,1,698,0,0.0,False,0,2,3,0,0,3,0.6,2,top_2
1398,0,699,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1399,1,699,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1400,0,700,3,1.0,False,3,2,2,2,3,2,0.4,1,best_only
1401,1,700,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1402,0,701,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1403,1,701,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1404,0,702,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1405,1,702,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
1406,0,703,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
1407,1,703,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1408,0,704,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1409,1,704,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1410,0,705,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1411,1,705,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1412,0,706,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1413,1,706,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1414,0,707,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1415,1,707,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
1416,0,708,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1417,1,708,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1418,0,709,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1419,1,709,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1420,0,710,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
1421,1,710,3,0.0,False,3,3,3,1,3,4,0.8,1,best_only
1422,0,711,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1423,1,711,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1424,0,712,2,1.0,False,2,1,2,2,2,4,0.8,3,top_3
1425,1,712,1,0.0,False,1,2,2,1,1,3,0.6,2,top_2
1426,0,713,3,0.0,False,3,3,2,2,3,3,0.6,1,best_only
1427,1,713,1,0.0,False,1,2,2,1,1,3,0.6,2,top_2
1428,0,714,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1429,1,714,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
1430,0,715,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1431,1,715,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1432,0,716,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
1433,1,716,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1434,0,717,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1435,1,717,1,1.0,False,1,1,3,1,1,4,0.8,2,top_2
1436,0,718,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1437,1,718,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1438,0,719,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1439,1,719,2,0.0,False,2,2,2,1,2,4,0.8,1,best_only
1440,0,720,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
1441,1,720,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1442,0,721,1,0.0,False,1,3,3,3,1,2,0.4,1,best_only
1443,1,721,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1444,0,722,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
1445,1,722,2,0.0,False,2,2,2,3,2,4,0.8,1,best_only
1446,0,723,3,0.0,False,3,1,1,3,3,3,0.6,2,top_2
1447,1,723,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1448,0,724,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1449,1,724,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1450,0,725,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1451,1,725,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1452,0,726,1,0.0,False,1,1,1,3,1,4,0.8,1,best_only
1453,1,726,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1454,0,727,3,0.0,False,3,1,1,1,3,2,0.4,1,best_only
1455,1,727,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1456,0,728,3,1.0,False,3,1,3,3,3,4,0.8,3,top_3
1457,1,728,2,0.0,False,2,3,3,3,2,2,0.4,1,best_only
1458,0,729,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1459,1,729,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
1460,0,730,1,0.0,False,1,3,3,3,1,2,0.4,1,best_only
1461,1,730,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1462,0,731,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1463,1,731,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1464,0,732,1,0.0,False,1,1,1,3,1,4,0.8,1,best_only
1465,1,732,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1466,0,733,1,0.0,False,1,3,3,3,1,2,0.4,1,best_only
1467,1,733,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
1468,0,734,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1469,1,734,2,0.0,False,2,3,3,3,2,2,0.4,1,best_only
1470,0,735,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1471,1,735,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
1472,0,736,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
1473,1,736,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1474,0,737,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
1475,1,737,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
1476,0,738,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
1477,1,738,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1478,0,739,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1479,1,739,2,0.0,False,2,1,3,2,2,3,0.6,2,top_2
1480,0,740,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1481,1,740,3,0.0,False,3,1,1,3,3,3,0.6,2,top_2
1482,0,741,1,0.0,False,1,2,1,3,1,3,0.6,1,best_only
1483,1,741,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1484,0,742,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1485,1,742,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
1486,0,743,3,1.0,False,3,2,3,3,3,4,0.8,3,top_3
1487,1,743,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
1488,0,744,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1489,1,744,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
1490,0,745,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1491,1,745,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1492,0,746,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1493,1,746,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1494,0,747,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1495,1,747,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
1496,0,748,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1497,1,748,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
1498,0,749,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1499,1,749,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1500,0,750,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
1501,1,750,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1502,0,751,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
1503,1,751,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1504,0,752,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
1505,1,752,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1506,0,753,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
1507,1,753,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1508,0,754,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1509,1,754,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1510,0,755,3,0.0,False,3,1,1,1,3,2,0.4,1,best_only
1511,1,755,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
1512,0,756,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1513,1,756,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1514,0,757,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1515,1,757,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
1516,0,758,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
1517,1,758,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
1518,0,759,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1519,1,759,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
1520,0,760,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1521,1,760,1,0.0,False,1,2,2,1,1,3,0.6,2,top_2
1522,0,761,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1523,1,761,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1524,0,762,2,0.0,False,2,3,3,3,2,2,0.4,1,best_only
1525,1,762,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1526,0,763,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1527,1,763,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1528,0,764,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
1529,1,764,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
1530,0,765,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1531,1,765,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1532,0,766,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
1533,1,766,3,1.0,False,3,3,3,2,3,4,0.8,1,best_only
1534,0,767,2,0.0,False,2,3,3,3,2,2,0.4,1,best_only
1535,1,767,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1536,0,768,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1537,1,768,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1538,0,769,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
1539,1,769,0,0.0,False,0,1,0,0,0,4,0.8,3,top_3
1540,0,770,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
1541,1,770,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
1542,0,771,3,0.0,False,3,1,1,3,3,3,0.6,2,top_2
1543,1,771,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
1544,0,772,3,0.0,False,3,1,1,3,3,3,0.6,2,top_2
1545,1,772,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
1546,0,773,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
1547,1,773,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
