state_index,episode,step,best_action,reward,done,action__minatar_space_invaders_seed_0,action__minatar_space_invaders_seed_0_steps_4980736,action__minatar_space_invaders_seed_0_steps_9961472,action__minatar_space_invaders_seed_0_steps_14942208,action__minatar_space_invaders_seed_0_steps_19922944,matching_models,matching_fraction,top_suffix_agree,category
2777,1,1743,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2778,1,1744,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2779,1,1745,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2780,1,1746,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2781,1,1747,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2782,1,1748,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2783,1,1749,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2784,1,1750,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2785,1,1751,3,0.0,False,3,1,1,3,3,3,0.6,2,top_2
2786,1,1752,3,0.0,False,3,1,1,3,3,3,0.6,2,top_2
2787,1,1753,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2788,1,1754,3,1.0,False,3,1,1,1,3,2,0.4,1,best_only
2789,1,1755,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2790,1,1756,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2791,1,1757,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2792,1,1758,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2793,1,1759,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2794,1,1760,1,0.0,False,1,1,3,3,1,3,0.6,1,best_only
2795,1,1761,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2796,1,1762,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
2797,1,1763,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
2798,1,1764,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
2799,1,1765,3,0.0,False,3,3,3,1,3,4,0.8,1,best_only
2800,1,1766,1,0.0,False,1,3,3,3,1,2,0.4,1,best_only
2801,1,1767,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
2802,1,1768,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
2803,1,1769,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
2804,1,1770,3,1.0,False,3,3,3,1,3,4,0.8,1,best_only
2805,1,1771,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2806,1,1772,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
2807,1,1773,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
2808,1,1774,3,1.0,False,3,3,3,1,3,4,0.8,1,best_only
2809,1,1775,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2810,1,1776,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2811,1,1777,3,0.0,False,3,3,3,1,3,4,0.8,1,best_only
2812,1,1778,3,0.0,False,3,3,3,1,3,4,0.8,1,best_only
2813,1,1779,3,0.0,False,3,2,3,1,3,3,0.6,1,best_only
2814,1,1780,3,1.0,False,3,3,3,1,3,4,0.8,1,best_only
2815,1,1781,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2816,1,1782,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2817,1,1783,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2818,1,1784,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2819,1,1785,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
2820,1,1786,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
2821,1,1787,3,1.0,False,3,2,2,3,3,3,0.6,2,top_2
2822,1,1788,3,0.0,False,3,3,2,3,3,4,0.8,2,top_2
2823,1,1789,3,0.0,False,3,3,2,3,3,4,0.8,2,top_2
2824,1,1790,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
2825,1,1791,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2826,1,1792,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2827,1,1793,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
2828,1,1794,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2829,1,1795,2,0.0,False,2,3,3,3,2,2,0.4,1,best_only
2830,1,1796,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2831,1,1797,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2832,1,1798,2,1.0,False,2,3,3,2,2,3,0.6,2,top_2
2833,1,1799,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2834,1,1800,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2835,1,1801,2,0.0,False,2,3,3,3,2,2,0.4,1,best_only
2836,1,1802,2,1.0,False,2,1,3,3,2,2,0.4,1,best_only
2837,1,1803,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2838,1,1804,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
2839,1,1805,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
2840,1,1806,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
2841,1,1807,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2842,1,1808,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
2843,1,1809,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
2844,1,1810,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
2845,1,1811,1,0.0,False,1,2,2,1,1,3,0.6,2,top_2
2846,1,1812,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
2847,1,1813,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2848,1,1814,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
2849,1,1815,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
2850,1,1816,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2851,1,1817,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2852,1,1818,3,0.0,False,3,2,2,2,3,2,0.4,1,best_only
2853,1,1819,3,1.0,False,3,2,3,3,3,4,0.8,3,top_3
2854,1,1820,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2855,1,1821,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2856,1,1822,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2857,1,1823,3,0.0,False,3,2,2,3,3,3,0.6,2,top_2
2858,1,1824,3,0.0,False,3,3,1,3,3,4,0.8,2,top_2
2859,1,1825,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
2860,1,1826,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2861,1,1827,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2862,1,1828,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
2863,1,1829,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2864,1,1830,3,0.0,False,3,1,1,3,3,3,0.6,2,top_2
2865,1,1831,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
2866,1,1832,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2867,1,1833,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2868,1,1834,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2869,1,1835,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2870,1,1836,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2871,1,1837,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2872,1,1838,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2873,1,1839,0,0.0,False,0,1,3,0,0,3,0.6,2,top_2
2874,1,1840,0,0.0,False,0,1,0,0,0,4,0.8,3,top_3
2875,1,1841,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
2876,1,1842,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
2877,1,1843,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2878,1,1844,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2879,1,1845,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2880,1,1846,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2881,1,1847,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2882,1,1848,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2883,1,1849,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2884,1,1850,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2885,1,1851,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2886,1,1852,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
2887,1,1853,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2888,1,1854,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2889,1,1855,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2890,1,1856,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2891,1,1857,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2892,1,1858,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2893,1,1859,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2894,1,1860,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2895,1,1861,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2896,1,1862,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
2897,1,1863,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2898,1,1864,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2899,1,1865,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2900,1,1866,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2901,1,1867,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2902,1,1868,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2903,1,1869,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2904,1,1870,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2905,1,1871,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2906,1,1872,3,0.0,False,3,2,2,2,3,2,0.4,1,best_only
2907,1,1873,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2908,1,1874,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2909,1,1875,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2910,1,1876,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2911,1,1877,3,0.0,False,3,1,1,3,3,3,0.6,2,top_2
2912,1,1878,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2913,1,1879,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2914,1,1880,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2915,1,1881,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2916,1,1882,1,1.0,False,1,3,3,1,1,3,0.6,2,top_2
2917,1,1883,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2918,1,1884,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2919,1,1885,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2920,1,1886,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
2921,1,1887,3,1.0,False,3,3,3,1,3,4,0.8,1,best_only
2922,1,1888,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2923,1,1889,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2924,1,1890,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2925,1,1891,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
2926,1,1892,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2927,1,1893,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2928,1,1894,1,1.0,False,1,2,1,1,1,4,0.8,3,top_3
2929,1,1895,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2930,1,1896,3,1.0,False,3,1,3,3,3,4,0.8,3,top_3
2931,1,1897,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2932,1,1898,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2933,1,1899,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2934,1,1900,0,0.0,False,0,1,3,0,0,3,0.6,2,top_2
2935,1,1901,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2936,1,1902,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2937,1,1903,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2938,1,1904,2,0.0,False,2,2,1,1,2,3,0.6,1,best_only
2939,1,1905,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2940,1,1906,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2941,1,1907,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
2942,1,1908,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2943,1,1909,3,0.0,False,3,2,2,2,3,2,0.4,1,best_only
2944,1,1910,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2945,1,1911,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
2946,1,1912,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2947,1,1913,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2948,1,1914,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2949,1,1915,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2950,1,1916,0,0.0,False,0,3,3,3,0,2,0.4,1,best_only
2951,1,1917,1,0.0,False,1,3,3,3,1,2,0.4,1,best_only
2952,1,1918,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2953,1,1919,3,0.0,False,3,3,3,2,3,4,0.8,1,best_only
2954,1,1920,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2955,1,1921,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2956,1,1922,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2957,1,1923,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2958,1,1924,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2959,1,1925,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2960,1,1926,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2961,1,1927,2,1.0,False,2,3,2,2,2,4,0.8,3,top_3
2962,1,1928,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2963,1,1929,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2964,1,1930,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
2965,1,1931,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2966,1,1932,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2967,1,1933,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2968,1,1934,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2969,1,1935,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2970,1,1936,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2971,1,1937,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2972,1,1938,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
2973,1,1939,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2974,1,1940,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2975,1,1941,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
2976,1,1942,1,0.0,False,1,2,3,1,1,3,0.6,2,top_2
2977,1,1943,1,1.0,False,1,2,3,1,1,3,0.6,2,top_2
2978,1,1944,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2979,1,1945,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2980,1,1946,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2981,1,1947,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2982,1,1948,1,1.0,False,1,3,1,1,1,4,0.8,3,top_3
2983,1,1949,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
2984,1,1950,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2985,1,1951,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2986,1,1952,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2987,1,1953,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2988,1,1954,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
2989,1,1955,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2990,1,1956,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2991,1,1957,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
2992,1,1958,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2993,1,1959,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2994,1,1960,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2995,1,1961,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2996,1,1962,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2997,1,1963,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
2998,1,1964,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
2999,1,1965,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3000,1,1966,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3001,1,1967,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3002,1,1968,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3003,1,1969,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3004,1,1970,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3005,1,1971,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3006,1,1972,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3007,1,1973,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3008,1,1974,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
3009,1,1975,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3010,1,1976,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3011,1,1977,0,0.0,False,0,1,0,0,0,4,0.8,3,top_3
3012,1,1978,0,0.0,False,0,1,0,0,0,4,0.8,3,top_3
3013,1,1979,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3014,1,1980,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3015,1,1981,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3016,1,1982,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3017,1,1983,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
3018,1,1984,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3019,1,1985,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3020,1,1986,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
3021,1,1987,1,0.0,False,1,1,3,1,1,4,0.8,2,top_2
3022,1,1988,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3023,1,1989,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3024,1,1990,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3025,1,1991,3,1.0,False,3,1,3,1,3,3,0.6,1,best_only
3026,1,1992,1,0.0,False,1,1,3,1,1,4,0.8,2,top_2
3027,1,1993,3,0.0,False,3,1,1,1,3,2,0.4,1,best_only
3028,1,1994,3,1.0,False,3,1,3,3,3,4,0.8,3,top_3
3029,1,1995,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3030,1,1996,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3031,1,1997,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3032,1,1998,3,0.0,False,3,1,3,3,3,4,0.8,3,top_3
3033,1,1999,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3034,1,2000,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3035,1,2001,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
3036,1,2002,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3037,1,2003,2,1.0,False,2,2,2,2,2,5,1.0,5,all_models
3038,1,2004,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3039,1,2005,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3040,1,2006,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3041,1,2007,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3042,1,2008,3,0.0,False,3,1,2,1,3,2,0.4,1,best_only
3043,1,2009,3,0.0,False,3,3,3,1,3,4,0.8,1,best_only
3044,1,2010,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3045,1,2011,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3046,1,2012,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3047,1,2013,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3048,1,2014,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3049,1,2015,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3050,1,2016,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
3051,1,2017,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
3052,1,2018,3,0.0,False,3,2,3,3,3,4,0.8,3,top_3
3053,1,2019,3,1.0,False,3,2,2,3,3,3,0.6,2,top_2
3054,1,2020,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3055,1,2021,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3056,1,2022,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3057,1,2023,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3058,1,2024,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
3059,1,2025,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3060,1,2026,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
3061,1,2027,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3062,1,2028,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3063,1,2029,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3064,1,2030,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3065,1,2031,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3066,1,2032,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3067,1,2033,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3068,1,2034,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3069,1,2035,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3070,1,2036,1,0.0,False,1,1,1,3,1,4,0.8,1,best_only
3071,1,2037,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
3072,1,2038,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3073,1,2039,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3074,1,2040,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3075,1,2041,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
3076,1,2042,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
3077,1,2043,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
3078,1,2044,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3079,1,2045,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3080,1,2046,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
3081,1,2047,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3082,1,2048,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3083,1,2049,3,0.0,False,3,3,3,1,3,4,0.8,1,best_only
3084,1,2050,3,0.0,False,3,3,3,1,3,4,0.8,1,best_only
3085,1,2051,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3086,1,2052,0,0.0,False,0,3,3,1,0,2,0.4,1,best_only
3087,1,2053,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
3088,1,2054,1,1.0,False,1,1,1,1,1,5,1.0,5,all_models
3089,1,2055,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3090,1,2056,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3091,1,2057,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3092,1,2058,3,0.0,False,3,3,3,1,3,4,0.8,1,best_only
3093,1,2059,3,1.0,False,3,3,3,1,3,4,0.8,1,best_only
3094,1,2060,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3095,1,2061,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3096,1,2062,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3097,1,2063,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3098,1,2064,3,1.0,False,3,2,2,2,3,2,0.4,1,best_only
3099,1,2065,3,0.0,False,3,3,2,3,3,4,0.8,2,top_2
3100,1,2066,3,1.0,False,3,2,2,2,3,2,0.4,1,best_only
3101,1,2067,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
3102,1,2068,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3103,1,2069,2,0.0,False,2,3,3,3,2,2,0.4,1,best_only
3104,1,2070,2,0.0,False,2,3,3,3,2,2,0.4,1,best_only
3105,1,2071,2,0.0,False,2,3,3,2,2,3,0.6,2,top_2
3106,1,2072,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3107,1,2073,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3108,1,2074,2,0.0,False,2,3,3,3,2,2,0.4,1,best_only
3109,1,2075,2,1.0,False,2,3,2,2,2,4,0.8,3,top_3
3110,1,2076,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3111,1,2077,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3112,1,2078,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
3113,1,2079,2,0.0,False,2,3,2,2,2,4,0.8,3,top_3
3114,1,2080,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3115,1,2081,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3116,1,2082,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3117,1,2083,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3118,1,2084,3,1.0,False,3,3,3,3,3,5,1.0,5,all_models
3119,1,2085,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3120,1,2086,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3121,1,2087,1,0.0,False,1,3,3,1,1,3,0.6,2,top_2
3122,1,2088,1,0.0,False,1,3,1,1,1,4,0.8,3,top_3
3123,1,2089,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3124,1,2090,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3125,1,2091,1,0.0,False,1,3,3,3,1,2,0.4,1,best_only
3126,1,2092,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3127,1,2093,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3128,1,2094,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3129,1,2095,1,0.0,False,1,1,1,1,1,5,1.0,5,all_models
3130,1,2096,1,0.0,False,1,1,3,2,1,3,0.6,1,best_only
3131,1,2097,1,0.0,False,1,2,1,1,1,4,0.8,3,top_3
3132,1,2098,1,0.0,False,1,2,2,1,1,3,0.6,2,top_2
3133,1,2099,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3134,1,2100,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3135,1,2101,2,1.0,False,2,1,1,1,2,2,0.4,1,best_only
3136,1,2102,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3137,1,2103,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3138,1,2104,3,0.0,False,3,3,3,3,3,5,1.0,5,all_models
3139,1,2105,2,0.0,False,2,2,2,2,2,5,1.0,5,all_models
3140,1,2106,0,0.0,False,0,3,3,3,0,2,0.4,1,best_only
